,excercise_name,utility,mechanics,force,preparation,execution,comments,dynamic_articulation,static_articulation
10,Box Jumps,['Plyometric'],['Compound'],['Push'],Stand in front of box or platform with feet about shoulder width apart. Raise arms to initiate arm swing.,['Swing arms back behind sides while squatting down partially. Rapidly swing arms forward and jump onto platform with knees bent. Immediately jump back down to same position and repeat.'],"To increase intensity, jump up and down faster or progressively increase platform height. Spinal Flexion will occur when jumping to very high heights. However, Chu & Myer (2014) suggest box heights of only 6' to 12"" (15 to 30 cm) with top surface no less than 24"" (155 cm) square.","['Hip (Flexion)', 'Scapula & Clavicle (Protraction)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
11,Double Leg Butt Kicks,['Plyometric'],['Compound'],['Push'],Stand with feet shoulder width apart.,['Squat down slightly with feet flat on floor by bending knees and hips. Jump up and kick back of heels toward buttocks. Land on both forefeet and repeat.'],"Attempt to increase speed of jumps, keeping landings short. Any hip flexion is largely passive due to Passive Insufficiency of Rectus Femoris during knee flexion while attempting to keep hips extended.","['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Flexion)', 'Knee (Extension)', 'Ankle (Plantar Flexion)']",['Spine (Extension)']
12,Medicine Ball Split Jump,['Plyometric'],['Compound'],['Push'],Stand with one foot forward and other foot back with knees initially bent only slightly. Hold medicine ball with both hands near chest. Dip body down by bending legs more.,"['Jump up while extending ball upward. Quickly reposition legs, and land with feet in opposite positions. Immediately pull ball back to chest while dipping body down by bending legs just short of rear knee making contact with floor. Keep torso upright and hip of rear leg straight. Repeat sequence with opposite leg movement. Continue jumps by while alternating leg positions.']","Flexible hip flexors are required, so hip of rear leg can extend back without pulling upper body forward.","['Hip (Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Elbow (Extension)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
13,Medicine Ball Squat Jump,['Plyometric'],['Compound'],['Push'],Stand with moderately wide stance with feet pointing out slightly. Hold medicine ball near chest with elbows pointing downward.,"['Squat down with knees angled outward slightly, same direction as feet. Allow bent arms to be lowered between knees. Immediately jump off ground as high as possible pushing off with forefeet. Land and repeat.']",Keep ball near chest and keep knees pointed same direction as feet.,"['Hip (Extension)', 'Knee (Extension)', 'Ankle (Plantar Flexion)']","['Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Elevation)', 'Scapula & Clavicle (Upward Rotation)']"
14,Vertical Jumps,['Plyometric'],['Compound'],['Push'],Stand under vertical jump flag.,"['Squat down and jump up as high as possible. Reach up with one or both hands and hit flag. Upon landing, immediately jump up again and attempt to reach higher.']",Use both upper and lower body movement. Keep landings short. Perform multiple jumps in succession.,"['Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
15,360° Jump Turns,['Plyometric'],['Compound'],['Push'],Stand with feet shoulder width apart or slightly wider. Squat down by bending knees and hips. Pull arms back.,"['Jump up while turning body and throwing arms up and in direction of turn. As body travels upward, pull arm away from direction of turn toward other shoulder. Temporarily cross legs and turn 360° through air. Land in squat position with arms forward and stand. Immediately repeat movement for at least two consecutive repetitions. Continue movement in succession in opposite direction.', 'Alternative method is to squat down positioning bent right arm under shoulders while left arm is pulled back.']",Alternative method is to squat down positioning bent right arm under shoulders while left arm is pulled back.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Shoulder (Transverse Extension / Extension (alternative form))', 'Hip (Extension)', 'Shoulder (Transverse Flexion (shown form))', 'Knee (Extension)', 'Shoulder (Flexion)', 'Spine (Rotation)', 'Scapula & Clavicle (Protraction (shown form))', 'Hip (Internal Rotation)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Retraction / Downward Rotation (alternative form))', 'Scapula & Clavicle (Upward Rotation)', 'Hip (External Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
16,Box Jump,['Plyometric'],['Compound'],['Push'],Stand in front of a secured box or platform.,"['', 'Jump onto box using following steps: swing arms back, bend over at hips, flex knees, swing arms forward and upward, extend hips and knees. Land on box using following steps: pull arms out and downward to sides of body, Lift knees high, swing arms forward, and extend feet forward onto box or platform. Step down off of box or platform.']","Rest between each jump is typically provided in effort to maximize jump height. However, jumps can be performed for reps with rests as long as it takes to step down off of box or platform and to get in starting position. Also see Box Jumps.","['Hip (Flexion)', 'Scapula & Clavicle (Protraction)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Spine (Extension)', 'Spine (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
17,Box Squat Box Jump,['Plyometric'],['Compound'],['Push'],Stand with shoulder width stance facing elevated platform with squat box positioned behind.,"['Squat down with arms extended forward while attempting to push rear end back as far as possible. Sit back on squat box and rock back until torso is positioned upright. Rock body forward, swing arms forward, and immediately jump off ground onto elevated platform. Land feet on top of elevated platform.']","Try to keep knees from traveling forward while reaching rear end back onto squat box. Ideally, knees could be behind ankles (further back than what is shown). In this position, greater stretch reflex can be created through hips (via hamstrings) once torso rocks forward just before jump. However, other hip extensors can engage in stretch-shortening cycle in lieu of hamstrings' optimized involvement.","['Hip (Flexion)', 'Hip (Extension)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
18,Kneeling Squat Jump,['Plyometric'],['Compound'],['Push'],"Kneel on floor with knee pads, feet extended behind body. Begin upright with hips extended.","['Swing arms and hips back. Quickly swing arm forward. As arms continue to travel upward forcefully, extend hips so knees and feet along entire body is thrown upward. Then swiftly pull legs forward and land on feet with arms in front of body. Kneel back down on floor and repeat.']",Knee pads protect skin from abrasions.,"['Hip (Flexion)', 'Scapula & Clavicle (Protraction)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Elevation)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
19,Hurdle Depth Jump,['Plyometric'],['Compound'],['Push'],Stand on plyo box positioned in front of hurdle.,"['Step forward off edge of plyo box. Pull both arms back and drop to ground. Land on both feet, throw both arms forward, and jump up over hurdle. Pull legs up to clear hurdle. Extend legs forward and down. Land on both feet, bend legs to absorb impact and stand.']",Spine is kept straight during jump push off. However spine flexes when legs are pulled up. Spine also extends during final landing. Avoid pulling legs out to sides by rotating hips in effort to clear legs over hurdle.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Spine (Extension)', 'Spine (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
20,Hurdle Jump,['Plyometric'],['Compound'],['Push'],Stand facing collapsible hurdle.,"['Squat down while swinging both arms back behind body to each side. Swing arms forward and upward. Jump over the hurdle by extending hips, knees, and feet. Pull legs up over hurdle by flexing hips and knees while reaching arms forward. When feet are over hurdle extend legs forward and pull arms down toward sides. Land on both legs, squat down to absorb impact, and stand upright.']","Hurdle should be collapsible in case it is not cleared. Jump requires static spinal extension as body initially extends and during landing. However, spinal flexion occurs as legs are pulled upward, following complete hip flexion in effort to raise legs to maximal height. Consequently, dynamic spinal extension is observed when hips and body are re-extended.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Shoulder (Flexion / Abduction)', 'Knee (Extension)', 'Shoulder (Extension / Adduction)', 'Scapula & Clavicle (Downward Rotation)', 'Spine (Thoracic, Lumbar) (Extension)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Spine (Thoracic, Lumbar) (Flexion)']",[]
21,Hurdle Jumps,['Plyometric'],['Compound'],['Push'],"Stand facing collapsible hurdles or barriers (12"" to 36"", 30 to 90 cm) set up in a row.","['Squat down and jump over hurdle with feet together using a double arm swing. Upon landing, immediately jump over next hurdle.', 'Use both upper and lower body movements. Keep landings short. Hurdles should be collapsible in case they are not cleared. Space hurdles or barriers according to ability. Increase height of barrier as ability improves. Perform 2 or more jumps in succession.']",Use both upper and lower body movements. Keep landings short. Hurdles should be collapsible in case they are not cleared. Space hurdles or barriers according to ability. Increase height of barrier as ability improves. Perform 2 or more jumps in succession.,"['Hip (Flexion)', 'Hip (Extension)', 'Shoulder (Flexion / Abduction)', 'Knee (Extension)', 'Shoulder (Extension / Adduction)', 'Scapula & Clavicle (Downward Rotation)', 'Spine (Thoracic, Lumbar) (Extension)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Spine (Thoracic, Lumbar) (Flexion)']",[]
22,Seated Box Jump,['Plyometric'],['Compound'],['Push'],Sit on squat box facing elevated platform. Position lower legs vertical or ankles slightly forward of knees. Place arms down to sides.,"[""Swing arms forward. On arm's back swing, begin to lean torso forward. Swing arms forward again, shift body weight onto feet, and jump off ground onto elevated platform. Land feet on top of elevated platform.""]","Ideally, knees could be behind ankles (further back than what is shown) when initially seated. In this position, greater stretch reflex can be created through hips (via hamstrings) once torso rocks forward, just before jump. However, other hip extensors can engage in stretch-shortening cycle in lieu of hamstrings' optimized involvement. A plyo-platform, bench, stool, or chair can be used. Increase height of elevated platform as ability improves. Plyometric boxes or stacked mats may be used as elevated platform. Also see similar Box Squat Jump.","['Hip (Flexion)', 'Hip (Extension)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
23,Single Leg Vertical Hop,['Plyometric'],['Compound'],['Push'],Stand on one leg; lift other foot off of floor by bending knee.,['Quickly squat down by bending knee and hip while extending raised leg back and swinging arms back. Immediately jump upward while swinging raised leg and arms forward and upward. Extend body vertically. Land on either same foot or both feet. Continue jumps for desired number of repetitions then repeat on other leg.'],"Land on forefoot then come down on whole foot. Either repeat for continuous hops or rest longer between jump for more maximal effort. Alternatively, consider alternating between legs.","['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)']"
24,Single Leg Vertical Jump,['Plyometric'],['Compound'],['Push'],Stand on one leg by elevating other leg behind body with knee bent.,"['Quickly squat down by bending knee and hip while extending raised leg back and swinging arms back. Immediately jump upward while swinging raised leg and arms forward and upward. Extend body vertically. Lower arms down to sides and land on either same foot or both feet. Bend ankles, knees, and hips to absorb impact. Repeat movement pattern on opposite leg.']",Use both upper and lower body movement. Land on forefoot then come down on whole foot.,"['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)']"
25,Stair Jumps,['Plyometric'],['Compound'],['Push'],Stand facing bottom of staircase.,"['Squat down and jump up steps using double arm swing. Upon landing, immediately jump up steps again.']",Use both upper and lower body movements. Keep landings short. Increase number of steps jumped each repetition as ability improves. Perform 2 or more jumps in succession.,"['Hip (Flexion)', 'Scapula & Clavicle (Protraction)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
26,Tuck Jump,['Plyometric'],['Compound'],['Push'],Stand straight with feet shoulder width apart.,"['Swinging both arms back to each side and squat down by bending knees and hips. Swing arms forward and jump upward. Immediately pull knees up toward chest. Extend body vertically, land, and squat down to absorb impact. Pull arms back and repeat if needed.', 'Movement can be performed in successive repetitions or as single rep. If performed as successive reps, immediately jump upward after making contact with floor.']","Movement can be performed in successive repetitions or as single rep. If performed as successive reps, immediately jump upward after making contact with floor.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Flexion)', 'Knee (Extension)', 'Ankle (Plantar Flexion)', 'Shoulder (Abduction)', 'Scapula (Upward Rotation)', 'Shoulder (Extension)']","['Spine (Thoracic, Lumbar) (Extension)']"
27,Vertical Power Jump,['Plyometric'],['Compound'],['Push'],Stand under vertical jump flag.,"['Quickly swing both arms up, then immediately down. Bend over and squat while pulling both arms back behind body to each side. Immediately swing arms forward and upward while raising torso upright and heels slightly off of floor. Raise arms upward while extending hips, knees, and feet. Touch highest flag with one hand. Land on both feet and squat down. Drop arms and stand upright.']",Use both upper and lower body movement. Dynamic spinal extension may occur in some individuals performing maximal attempts. Slight spine flexion may occur during bent over squat position dependent upon participants depth and flexibility. Also spinal hyper-extension may occur as feet leave ground with body extended.,"['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
28,Vertical Jump (no reach),['Plyometric'],['Compound'],['Push'],Stand near wall with measurement chart.,"['Quickly swing both arms up, then immediately down. Bend over and squat while pulling both arms back behind body to each side. Immediately swing arms forward and upward while raising torso upright and heels slightly off of floor. Raise arms upward while extending hips, knees, and feet. As body continues to rise and fall, continue to rotate both arms in circular pattern down and behind then up and forward. Land on both feet and squat down with arms extended forward. Stand upright.']","Since jump height can be measured from floor to bottom of feet, legs should be kept extended with feet positioned horizontally at height of jump.","['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Scapula (Protraction)', 'Shoulder (Flexion)', 'Shoulder (Adduction)', 'Shoulder (Transverse Abduction)', 'Scapula (Downward Rotation)', 'Scapula (Retraction)', 'Ankle (Plantar Flexion)', 'Shoulder (Transverse Extension)', 'Scapula (Upward Rotation)', 'Shoulder (Extension)']","['Spine (Thoracic, Lumbar) (Extension)']"
29,Box Depth Jump,['Plyometric'],['Compound'],['Push'],Stand on plyo box close to front edge facing platform.,['Step off box landing on both feet between box and platform. Jump off the ground as fast as possible onto the platform.'],Increase height of platform as ability improves. Plyometric boxes or stacked mats may be used.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
30,Multiple Box Depth Jumps,['Plyometric'],['Compound'],['Push'],Position plyo boxes in series spaced apart with room to jump between each box. Stand in front of first box with narrower than shoulder width stance.,"['Jump to first box landing with both feet, drop to floor then immediately jump to next box. Repeat until last box is reached.', 'Plyo boxes can be of same height or of progressive heights arranged from lowest to highest. Greater box heights decrease ground reaction time. Unless box heights are 12"" (30 cm) or less, step off of edges of each box instead of jumping up and off of boxes. If boxes are deep, land on box, then step to far end of box before stepping off.']","Plyo boxes can be of same height or of progressive heights arranged from lowest to highest. Greater box heights decrease ground reaction time. Unless box heights are 12"" (30 cm) or less, step off of edges of each box instead of jumping up and off of boxes. If boxes are deep, land on box, then step to far end of box before stepping off.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Spine (Extension)', 'Spine (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
31,Multiple Box Jumps (Progressive),['Plyometric'],['Compound'],['Push'],Position progressively higher plyo boxes in series spaced apart with room to jump between each box. Stand in front of first box with narrower than shoulder width stance.,"['Jump to first box landing with both feet, drop to floor then immediately jump to next box. Repeat jumping from floor to next box until last box is reached.', '', 'Plyo boxes can be of same height or of progressive heights arranged from lowest to highest.']",,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Spine (Extension)', 'Spine (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
32,Single Leg Box Depth Jump,['Plyometric'],['Compound'],['Push'],Stand on short plyo box or platform. Stand on one leg with other leg elevated or extended forward.,"['Hop forward off box or platform on one foot. Pull arms back to each side and land on one foot. Immediately throw arms forward and jump up to higher box or platform. Land again on same foot, bending leg to absorb impact. Repeat with other leg.']","Land on forefoot then come down on whole foot. Alternative method is to begin on both feet, step off and jump with one foot and land on both feet.","['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)']"
33,Single Leg Hurdle Depth Jump,['Plyometric'],['Compound'],['Push'],Stand on plyo box positioned in front of hurdle.,"['', 'Step forward off edge of plyo box. Pull both arms back and drop to ground. Land on one foot with other foot held up just above floor, throw both arms forward, and jump up over hurdle. Pull legs up to clear hurdle. Extend legs forward and down. Land on both feet, bend legs to absorb impact and stand. Repeat movement pattern on opposite leg.', 'Spine is kept straight during jump push off. However spine may flex when legs are pulled up if hurdle is high. Spine also extends during final landing. Avoid pulling legs out to sides by rotating hips in effort to clear legs over hurdle.']",Spine is kept straight during jump push off. However spine may flex when legs are pulled up if hurdle is high. Spine also extends during final landing. Avoid pulling legs out to sides by rotating hips in effort to clear legs over hurdle.,"['Hip (Flexion)', 'Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Spine (Extension)', 'Spine (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)']"
34,Single Leg Vertical Depth Jump,['Plyometric'],['Compound'],['Push'],Stand on plyo box. Stand on one leg with other leg elevated or extended forward slightly.,"['Hop forward off box on one foot. Pull arms back to each side and land on one foot. Immediately throw arms forward and jump up. Land again on same foot, bending leg to absorb impact. Repeat with other leg.']","Land on forefoot. Alternative method is to begin on both feet, step off and jump with one foot and land on both feet.","['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)']"
35,Single Leg Vertical Depth Power Jump,['Plyometric'],['Compound'],['Push'],Stand on short plyo box or platform. Stand on one leg with other leg elevated or extended forward.,"['', 'Bend knee and lift heel of supporting leg and swing arms back. Drop off of box or platform onto forward positioned foot. Land on one foot and bend legs and hips to absorb impact. Throw arms forward and upward, raise knee of lifted leg and extend hip, knee and foot of supporting leg. Jump up by extending body and arms. Touch highest flag with one or both hands. Land on both feet and squat down to absorb impact. Drop arms and stand upright. Repeat movement pattern on opposite leg.']",,"['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)']"
