,excercise_name,utility,mechanics,force,preparation,execution,comments,target_muscles,synergist_muscles,stabalizer_muscles,dynamic_stabilizer_muscles
18,Cable Bar Lying Triceps Extension,['Basic'],['Isolated'],['Push'],"Lie on bench and grasp cable bar with narrow overhand grip. With arms extended, position bar over face.","Lower cable bar by bending elbow. As cable bar nears head, move elbows slightly back just enough to allow cable bar to clear around curvature of head. Extend arm. As cable bar clears head, reposition elbows to its former position until arm is fully extended. Repeat.","Cable bar may be propped up on end of bench to allow easier access. With arms fully extended, shoulders can be internally rotated between repetitions as needed to allow for relative release of tension in muscles.",['Triceps Brachii'],['None'],"['Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Wrist Flexors']",[]
19,Cable Decline Triceps Extension,['Basic'],['Isolated'],['Push'],Position legs under lower leg pad and lie back on bench. Grasp bar with narrow overhand grip. Position bar near forehead or top of head.,"Extend elbows to raise bar attachment until arms are straight. As arms extended, position them vertically. Lower bar by bending elbows. As bar nears head, reposition elbows back just enough to allow bar to clear around curvature of head. Repeat.","A very low pulley and/or high decline is needed to achieve full range of motion at bottom position. With arms fully extended, shoulders can be internally rotated between repetitions as needed to allow for relative release of tension in muscles.",['Triceps Brachii'],['None'],"['Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Wrist Flexors']",[]
20,Cable Pushdown,"['Basic', 'Auxiliary']",['Isolated'],['Push'],Face high pulley and grasp cable attachment with narrow overhand grip. Position elbows to side.,Extend arms down. Return until forearm is close to upper arm. Repeat.,The elbow can travel up slightly at top of motion. Stay close to cable to provide resistance at top of motion.,['Triceps Brachii'],['None'],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors']",[]
21,Cable Alternating Seated Pushdown,['Auxiliary'],['Isolated'],['Push'],Sit on seat or bench in font of two close high pulleys. Grasp stirrup with each hand (over or underhand grip). Position elbows to side.,"Push one stirrup down by extending elbow until arm is straight. Return until forearm returns to original positon, keeping elbow close to side. Repeat with opposite arm and alternate.","If seat is positioned back behind pulleys as shown, bending forward can provide resistance at top of motion. See Angle of Pull.",['Triceps Brachii'],['None'],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Wrist Flexors']",[]
22,Cable Bar Pushdown,"['Basic', 'Auxiliary']",['Isolated'],['Push'],Position adjustable pulleys slightly above head. Face cable bar and grasp with overhand narrow grip. Position elbows to side.,Extend arms down. Return until forearm is close to upper arm. Repeat.,The elbow can travel up slightly at top of motion. Stay close to cable to provide resistance at top of motion.,['Triceps Brachii'],['None'],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors']",[]
23,Cable Pushdown (forward leaning),"['Basic', 'Auxiliary']",['Isolated'],['Push'],Face high pulley and grasp revolving bar cable attachment with overhand grip. Position one leg back and bend forward leg with body leaning forward. Position revolving bar down in front of face with forearms nearing vertical.,Push cable bar downward by extending arms until elbows are straight. Return to front of face until forearms are nearly vertical and close to upper arm. Repeat.,"Position face close to cable to provide resistance at top of motion. Elbows is brought close to body so arms are vertical at bottom of motion, either at or near the end of full extension, or in one movement as bar is pushed downward.",['Triceps Brachii'],[],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors']",[]
24,Cable Bar Pushdown (forward leaning),"['Basic', 'Auxiliary']",['Isolated'],['Push'],Face high pulley and grasp cable bar attachment with overhand grip. Position one leg back and bend forward leg with body leaning forward. Position revolving bar down in front of face with forearms nearing vertical.,Push cable bar downward by extending arms until elbows are straight. Return to front of face until forearms are nearly vertical and close to upper arm. Repeat.,"Position face close to cable to provide resistance at top of motion. Elbows is brought close to body so arms are vertical at bottom of motion, either at or near the end of full extension, or in one movement as bar is pushed downward.",['Triceps Brachii'],[],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors']",[]
25,Cable Incline Pushdown,['Auxiliary'],['Isolated'],['Push'],"Lie on incline bench facing away from high pulley. Grasp cable attachment overhead with overhand narrow grip. Position elbow to sides, slightly up.",Extend arms with elbows stationary. Return until forearm is close to upper arm. Repeat.,"If high pulley is adjustable, lower pulley slightly to provide resistance at top of motion. If high pulley is fixed, position bench distance away from cable column. If incline is positioned too high, range of motion at lower position may be compromised.",['Triceps Brachii'],['None'],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Wrist Flexors']",[]
26,Cable One Arm Pushdown,['Auxiliary'],['Isolated'],['Push'],Grasp dumbbell cable attachment with underhand grip. Position elbow to side.,Extend arm down. Return until forearm is close to upper arm. Repeat. Continue with opposite arm.,The elbow can travel up few inches at top of motion. Step close to cable to provide resistance at top of motion.,['Triceps Brachii'],['None'],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Obliques', 'Rectus Abdominis', 'Wrist Extensors']",[]
27,Cable Pushdown (with back support),"['Basic', 'Auxiliary']",['Isolated'],['Push'],Place back against vertical back support. Grasp cable attachment from high pulley with narrow overhand grip. Position elbows to side.,Extend arms down. Return until forearm is close to upper arm. Repeat.,Keep back against back pad throughout exercise.,['Triceps Brachii'],['None'],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors']",[]
28,Cable Pushdown (with rope attachment),['Auxiliary'],['Isolated'],['Push'],Face high pulley and grasp rope attachment with clinched hands side by side (palms in). Position elbows to side.,Extend arms down. Turn palms down at bottom. Return until forearm is close to upper arm and hands are in original position. Repeat.,The elbow can travel up slightly at top of motion. Stay close to cable to provide resistance at top of motion.,['Triceps Brachii'],['None'],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors', 'Flexor Carpi Ulnaris', 'Extensor Carpi Ulnaris']",[]
29,Cable Pushdown (with V-bar),['Auxiliary'],['Isolated'],['Push'],Face high pulley and grasp V-bar attachment with narrow overhand grip. Position elbows to side.,Extend arms down. Return until forearm is close to upper arm. Repeat.,Wrist can be flexed slightly at top of movement to compensate for hyperextension required at bottom of movement. The elbow can travel up slightly at top of motion. Stay close to cable to provide resistance at top of motion.,['Triceps Brachii'],['None'],"['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Trapezius, Lower', 'Rectus Abdominis', 'Obliques', 'Wrist Flexors']",[]
30,Cable Side Triceps Extension,['Auxiliary'],['Isolated'],['Push'],"Grasp stirrup from medium high pulley. Turn body so pulley is to side of free arm while lifting stirrup over head. Step forward, just slightly to allow stirrup to be placed behind head, just over shoulder. Place elbow just slightly higher than shoulder height and position palm down.",Push stirrup out to side by extending forearm until elbow is straight. Allow stirrup to return back over shoulder. Repeat and repeat. Continue with opposite arm.,Stand far enough away from pulley to keep cable taut in lowered position. Keep elbow approximately same position throughout movement.,['Triceps Brachii'],['None'],"['Latissimus Dorsi', 'Teres Major', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Obliques', 'Quadratus lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis', 'Wrist Extensors']",[]
31,Cable Triceps Dip,['Basic'],['Compound'],['Push'],"Step between shoulder width dip bars with dip belt around waist. Kneel as close to low pulley and attach cable to dip belt. Stand up and mount dip bar, arms straight with shoulders above hands. Keep hips straight.",Lower body by bending arms until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.,"If cable dip machine is not available, A dip bar placed in front of low pully cable. Also see rear view and Cable Chest Dip.",['Triceps Brachii'],"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Rhomboids', 'Levator Scapulae', 'Latissimus Dorsi']","['Trapezius, Lower']",[]
32,Cable Triceps Extension,"['Basic', 'Auxiliary']",['Isolated'],['Push'],Stand or sit on bench or seat with back support just below shoulders. Position cable bar behind neck or shoulders with narrow overhand grip. Position elbows overhead.,Raise cable bar overhead by extending elbows until arms are positioned straight and vertical. Lower cable bar behind neck by flexing elbows allowing forearms to travel behind upper arms with elbows remaining overhead. Repeat.,Let cable attachment pull arm back to maintain full shoulder flexion.,['Triceps Brachii'],['None'],"['Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Wrist Flexors']",[]
33,Cable One Arm Triceps Extension (pronated grip),['Auxiliary'],['Isolated'],['Push'],"Grasp stirrup cable attachment from behind. Place hand with cable behind neck, palm facing away from neck and elbow positioned upward.",Extend arm upward. Return and repeat. Continue with opposite arm.,Let cable pull arm back to maintain full shoulder flexion. Also see exercise with Supinated Grip.,['Triceps Brachii'],['None'],['Wrist Flexors'],[]
34,Cable One Arm Triceps Extension (supinated grip),['Auxiliary'],['Isolated'],['Push'],"Grasp stirrup cable attachment from behind. Place hand with cable behind neck, palm facing toward neck and elbow positioned upward.",Extend arm upward. Return and repeat. Continue with opposite arm.,Let cable pull arm back to maintain full shoulder flexion. Exercise can also be performed on traditional low pulley setup. Also see exercise with Pronated Grip.,['Triceps Brachii'],['None'],['Wrist Extensors'],[]
35,Cable Triceps Extension (with rope),"['Basic', 'Auxiliary']",['Isolated'],['Push'],"From low pulley cable, grasp ends of rope attachment just under enlarged ends. Raise one arm over head while turning body away from pulley. Face away from pulley with feet staggered. Position ends of ropes behind head or neck and elbows upward over head.",Raise ends of rope overhead by extending forearms until arms are straight. Lower rope attachment until forearms are against upper arms. Repeat.,Let cable attachment pull arm back to maintain full shoulder flexion. Exercise can also be performed seated on bench or seat with back support just below shoulders.,['Triceps Brachii'],['None'],"['Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Wrist Flexors']",[]
36,Dumbbell Kickback,['Auxiliary'],['Isolated'],['Push'],Kneel over bench with arm supporting body. Grasp dumbbell. Position upper arm parallel to floor.,Extend arm until it is straight. Return and repeat. Continue with opposite arm.,"For greater range of motion, upper arm can be positioned with elbow slightly higher than shoulder. Also see Triceps Kickback Errors.",['Triceps Brachii'],['None'],"['Deltoid, Posterior', 'Latissimus Dorsi', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Extensor Carpi Ulnaris', 'Flexor Carpi Ulnaris']",[]
37,Dumbbell Lying Triceps Extension,"['Basic', 'Auxiliary']",['Isolated'],['Push'],Lie on bench and position dumbbells over head with arms extended.,Lower dumbbells by bending elbow until they are to sides of head. Extend arm. Repeat.,"With arms fully extended, dumbbells can be brought to upper chest between repetitions as needed to allow for relative release of tension in muscles.",['Triceps Brachii'],['None'],"['Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Extensor Carpi Ulnaris', 'Flexor Carpi Ulnaris']",[]
38,Dumbbell Decline Triceps Extension,['Auxiliary'],['Isolated'],['Push'],Lie on decline bench and position dumbbells over shoulders with arms extended.,Lower dumbbells by bending elbow until they are to sides of head; dumbbells touch shoulder. Extend arm. Repeat.,Keep elbows pointed up or just slightly back throughout movement.,['Triceps Brachii'],['None'],"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Extensor Carpi Ulnaris', 'Flexor Carpi Ulnaris']",[]
39,Dumbbell Incline Triceps Extension,['Auxiliary'],['Isolated'],['Push'],Lie supine on incline bench with back of head on upper corner of bench. Position dumbbells over head with arms extended.,Lower dumbbells by bending elbow until they are to sides of head. Extend arm and repeat.,Movement can also be performed on old fashioned incline bench without seat.,['Triceps Brachii'],['None'],"['Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Extensor Carpi Ulnaris', 'Flexor Carpi Ulnaris']",[]
40,Dumbbell One Arm Triceps Extension,"['Basic', 'Auxiliary']",['Isolated'],['Push'],Sit on seat with back support just below shoulder height. Position dumbbell overhead with arm straight up or slightly back.,Lower dumbbell behind neck or shoulder while maintaining upper arm's vertical position throughout exercise. Extend arm until straight. Return and repeat. Continue with opposite arm.,Let dumbbell pull back arm slightly to maintain full shoulder flexion. Keep elbow in so movement does not resemble overhead press. Back support should not be so high that it interferes with dumbbell being completely lowered (ie: full range of motion). See rear view. Exercise may be performed on bench without back support.,['Triceps Brachii'],['None'],"['Wrist Extensors', 'Flexor Carpi Ulnaris']",[]
41,Dumbbell One Arm Triceps Extension (on bench),"['Basic', 'Auxiliary']",['Isolated'],['Push'],Position dumbbell behind neck with elbow positioned upward.,Extend arm until straight while maintaining upper arm's vertical position throughout exercise. Return until dumbbell is behind neck or shoulder and repeat. Continue with opposite arm.,Let dumbbell pull back arm to maintain full shoulder flexion. Consider using seat with back support.,['Triceps Brachii'],['None'],"['Wrist Extensors', 'Flexor Carpi Ulnaris']",[]
42,Dumbbell One Arm Reclined Triceps Extension,"['Basic', 'Auxiliary']",['Isolated'],['Push'],Sit on bench with dumbbell in one hand. Place other hand on bench behind body and recline back so arm supports body. Position dumbbell overhead with arm straight up.,Lower dumbbell behind neck or shoulder while maintaining upper arm's vertical position throughout exercise. Extend arm until straight. Return and repeat. Continue with opposite arm.,Reclined position can be used instead of standard form for those who lack ability to fully flex shoulder. Keep elbow pointed upward so movement does not resemble overhead press.,['Triceps Brachii'],['None'],"['Wrist Extensors', 'Flexor Carpi Ulnaris']",[]
43,Dumbbell Triceps Extension,"['Basic', 'Auxiliary']",['Isolated'],['Push'],Position one dumbbell over head with both hands under inner plate (heart shaped grip).,"With elbows over head, lower forearm behind upper arm by flexing elbows. Flex wrists at bottom to avoid hitting dumbbell on back of neck. Raise dumbbell over head by extending elbows while hyperextending wrists. Return and repeat.","Position wrists closer together to keep elbows from pointing out too much. Let dumbbell pull back arm to maintain full shoulder flexion. Consider using seat with back support as illustrated. Back support should not be so high that it interferes with dumbbell being completely lowered (i.e. full range of motion). If shoulder flexion flexibility is not adequate, position hips slightly forward (as illustrated) so elbows are positioned upward. Position body more upright if shoulder flexion flexibility is adequate. See suggested mount & dismount.",['Triceps Brachii'],['None'],"['Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Wrist Flexors']",[]
44,Dumbbell Reclined Triceps Extension,"['Basic', 'Auxiliary']",['Isolated'],['Push'],Sit on incline bench angled at 70° to 80° with dumbbells in each hand. Position dumbbells over each shoulder with arms straight and vertical.,Lower dumbbells behind each side of neck by flexing elbows allowing forearms to travel behind upper arms with elbows remaining overhead. Raise dumbbells overhead by extending elbows until arms are positioned straight and vertical. Lower and repeat.,Reclined position can be used instead of upright position for those who lack ability to fully flex shoulder. Bench inclined 70° to 80° is equivalent to reclined upright position 10° to 20° from vertical. Back support should not be so high that it interferes with dumbbells being completely lowered (ie: full range of motion). Keep elbow pointed upward so movement does not resemble overhead press.,['Triceps Brachii'],['None'],"['Deltoid, Anterior', 'Pectoralis Major, Clavicular', 'Wrist Flexors']",[]
45,Lever Close Grip Bench Press (plate loaded),['Basic'],['Compound'],['Push'],Lie on bench with lever handles above sides of chest. Grasp handles with narrow overhand grip just above each side of chest.,Press lever up until arms are extended. Return weights down to starting position. Repeat.,Hands will be closer together at top of movement as compared to Barbell Close Grip Bench Press since lever arms travel inward at top of motion. Also see Bench Press Analysis.,['Triceps Brachii'],"['Deltoid, Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular']",[],[]
