,excercise_name,utility,mechanics,force,preparation,execution,comments,target_muscles,synergist_muscles,stabalizer_muscles,dynamic_stabilizer_muscles
10,Cable Standing Crunch,['Auxiliary'],['Isolated'],['Pull'],"Position back against back pad with knees slightly bent, shoulders back, and chest high. Position both cable ropes over shoulders, one in each hand. Place hands with cable ropes in front of each shoulder so that cable is taut. If available, place hand in rope slot that allows cable to be taut when hands are in position.",Flex waist so torso pulls ropes forward and downward. Return until back of shoulders return to surface. Repeat alternating twists with opposite sides.,Padded hump should be adjusted to height of low back. See Spot Reduction Myth. Also see Cable Standing Twisting Crunch and Cable Standing Overhead Crunch.,['Rectus Abdominis'],['Obliques'],['No significant stabilizers'],[]
11,Cable Standing Overhead Crunch,['Auxiliary'],['Isolated'],['Pull'],"Stand below high pulley. Grasp cable rope attachment and place wrists against head. Squat down slightly with hips flexed, allowing resistance on cable pulley to lift torso upward so spine is hyperextended.","With knees and hips stationary, flex waist so elbows travel toward middle of thighs. Return and repeat.","Note movement occurs in waist, not hips. Hyperextension of spine at top of motion is achieved by anterior rotation of pelvis with flexed hips. See Spot Reduction Myth. Two soft stirrups or multi-exercise bar can be substituted for rope. If two soft stirrups are used, grasp stirrups at side of head.",['Rectus Abdominis'],['Obliques'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head', 'Rhomboids', 'Trapezius, Lower', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Serratus Anterior']",[]
12,Cable Standing Overhead Crunch (multi-exercise bar),['Auxiliary'],['Isolated'],['Pull'],"Stand below high pulley. Grasp multi-exercise bar cable attachment with parallel grip. Position hands near sides of head. Squat down slightly with hips flexed, allowing resistance on cable pulley to lift torso upward so spine is hyperextended.","With knees and hips stationary, flex waist so elbows travel toward middle of thighs. Return and repeat.","Note movement occurs in waist, not hips. Hyperextension of spine at top of motion is achieved by anterior rotation of pelvis with flexed hips. See Spot Reduction Myth. Two soft stirrups or triceps rope can also be substituted for multi-purpose bar.",['Rectus Abdominis'],['Obliques'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head', 'Rhomboids', 'Trapezius, Lower', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Serratus Anterior']",[]
13,Dumbbell Push Crunch,['Auxiliary'],['Isolated'],['Push'],"With dumbbells in each hand, position feet under foot pad and lie supine on steep incline bench. Position dumbbells straight over shoulders.","Flex waist to raise upper torso from bench, keeping low back on bench. Return until back of shoulders contact padded incline bench. Repeat.","Keep weight above shoulders throughout movement. A standard incline crunch without additional weight should be performed until greater resistance is required. Incline bench shown is designed for chest exercises, not abdominal exercise. Flexible hip flexors are required if bench does not provide for fixed hip flexion. A relatively steep incline is required to adequately position abdominal against load throughout fuller range of motion. See Spot Reduction Myth.",['Rectus Abdominis'],['Obliques'],"['Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Pectoralis Minor', 'Serratus Anterior', 'Triceps Brachii']",[]
14,Dumbbell Push Sit-up,['Basic'],['Compound'],['Push'],Position feet under foot pad and lie supine on flat or incline bench. Position dumbbells straight over shoulders.,"Raise torso from bench as high as possible by bending waist and hips. Keep weight positioned above shoulders. Achieve near upright posture (hip flexibility, incline, and initial hip position permitting). Return to original lying posture with back of shoulders, contacting padded incline board. Repeat.","Keep weight above shoulders throughout movement. Incline can also be elevated to increase resistance. If upper back does not come completely down at end of movement, abdominal muscles may only be isometrically involved in exercise.",['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Obliques']","['Tibialis Anterior', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Deltoid, Lateral', 'Pectoralis Minor', 'Serratus Anterior', 'Triceps Brachii']",[]
15,Lever Lying Crunch (plate loaded),['Auxiliary'],['Isolated'],['Pull'],Lie on machine with feet on foot bar. Place forearms on bars at sides or grasp handles above to each side.,"With hips stationary, raise upper back pad by flexing waist. Return and repeat.","Lever fulcrum should be aligned with waist, not hips. See Spot Reduction Myth.",['Rectus Abdominis'],['Obliques'],"['Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",[]
16,Lever Lying Leg Raise Crunch (plate loaded),['Auxiliary'],['Isolated'],['Pull'],Lie supine on machine with lower legs between padded bars. Grasp handles on each side.,Pull handles toward legs while pulling lower leg bar toward arms by flexing waist and hips. Return and repeat.,See Spot Reduction Myth.,['Rectus Abdominis'],"['Obliques', 'Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",[]
17,Lever Seated Leg Raise Crunch (plate loaded),['Auxiliary'],['Isolated'],['Pull'],Sit on machine with back against back support and lower legs under padded bar. Grasp handles above to each side.,Pull handles down while pulling lower leg bar up by flexing waist and pelvis. Return and repeat.,"Weight plates added to upper segment adds resistance, whereas weight plates added to lower segment decreases resistance. Seat can also be turned to either side to emphasize obliques. See Spot Reduction Myth.",['Rectus Abdominis'],['Obliques'],"['Tensor Fasciae Latae', 'Rectus Femoris', 'Pectineus', 'Sartorius', 'Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",[]
18,Lever Vertical Leg-Hip Raise (plate loaded),['Basic'],['Compound'],['Pull'],Grasp handles slightly to front and stand on foot bar with knees slightly bent and hips against pad.,Raise legs as high as possible by flexing hips then waist. Return and repeat.,"Exercise is typically performed without added resistance. Rectus Abdominis and Obliques only dynamically contract only if actual waist flexion occurs. With no waist flexion, Rectus Abdominis and External Oblique will only isometrically contract to stabilize pelvis and waist during hip flexion; see Lever Vertical Leg Raise. Waist flexion will occur earlier in lift if legs are straighter or Hamstrings are not that flexible. See Spot Reduction Myth and Lower Ab Myth.",['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Rectus Femoris', 'Adductor Longus', 'Adductor Brevis', 'Obliques']","['Pectoralis Minor', 'Pectoralis Major, Sternal', 'Deltoid, Anterior', 'Triceps Brachii']",[]
19,Lever Lying Crunch,['Auxiliary'],['Isolated'],['Pull'],Lie on machine with legs over pads or feet on foot bar. Grasp bars near head at each side.,"With hips stationary, raise upper back pad by flexing waist. Return and repeat.","Lever fulcrum should be aligned with waist, not hips. Some lever lying crunch machines have handles to sides. See Spot Reduction Myth.",['Rectus Abdominis'],['Obliques'],"['Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",[]
20,Lever Lying Leg-Hip Raise,['Basic'],['Compound'],['Pull'],Lie supine on machine with lower legs between padded bars. Grasp handles on each side.,"Pull lower leg bar up by flexing hips toward arms by flexing hips then waist. Continue to raise knees toward shoulders by flexing waist, raising hips from board. Return until waist and hips are extended down to original position. Repeat.","Rectus Abdominis and Obliques dynamically contract only if actual waist flexion occurs. With no waist flexion, Rectus Abdominis and External Oblique will only isometrically contract to stabilize pelvis and waist during hip flexion. It may be necessary to completely flex hips before waist flexion is possible. See Spot Reduction Myth and Lower Ab Myth.",['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis', 'Obliques', 'Rectus Femoris']","['Quadriceps', 'Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",[]
21,Lever Push Crunch,['Auxiliary'],['Isolated'],['Push'],Sit on machine with back of hips against hip support. Push hips securely back by pushing feet against foot bar. Grasp handles and push resistance lever until arms are extended in front of body.,Push resistance lever forward by flexing waist. Return by allowing upper body to be pushed back until low back is hyperextended. Repeat.,"Foot bar should be adjusted to allow for slight bend in knees as hips are forcefully being pushed against hip pad. Throughout exercise, keep arms straight and hips securely pushed back against hip pad. See Spot Reduction Myth.",['Rectus Abdominis'],['Obliques'],"['Pectoralis Major, Sternal', 'Pectoralis Minor', 'Deltoid, Anterior', 'Triceps', 'Quadriceps', 'Gluteus Maximus']",[]
22,Lever Seated Crunch,['Auxiliary'],['Isolated'],['Pull'],"Sit on machine with back and hips against back supports. If available, place lower legs under pads or on platform. Grasp handles above and position back of arm against pads to each side.","With hips stationary, flex waist so elbows travel downward. Return and repeat.",See Spot Reduction Myth.,['Rectus Abdominis'],['Obliques'],"['Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",[]
23,Lever Seated Crunch (arm bar),['Auxiliary'],['Isolated'],['Pull'],Sit on machine with back and hips against padded supports. Place feet on floor or feet bars so thigh is approximately horizontal. Grasp handles and position forearms on bars or pads.,"With hips stationary, flex waist so arms and upper torso travel forward and downward. Return and repeat.","Taller individuals will place feet on floor, whereas shorter individuals will place feet on feet bars. See Spot Reduction Myth.",['Rectus Abdominis'],['Obliques'],"['Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",[]
24,Lever Seated Crunch (arm pad),['Auxiliary'],['Isolated'],"['Pull', 'Push']",Position seat so shoulders are same height of padded lever. Sit on machine and place arms over lever pad. Push padded lever down slightly until shoulder is fixed at approximately 90º or slightly greater.,"With hips stationary, flex waist in ""C"" shape so elbows point downward. Return and repeat.",Maintain shoulders fixed at 90º or greater so upper arm and upper back are close to perpendicular. Men should keep chest close to padded lever. Women may choose to position chest as close as possible without making contact with inside of lever. See Spot Reduction Myth.,['Rectus Abdominis'],['Obliques'],"['Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",[]
25,Lever Seated Crunch (chest pad),['Auxiliary'],['Isolated'],"['Pull', 'Push']",Position seat so chest is same height of padded lever. Sit on machine with back of hips against hip pad. Place hands on outside of lever pad.,"With hips stationary, flex waist in ""C"" shape so shoulders travel forward and downward. Return and repeat.","On some models, feet can be positioned behind pad under seat. See Spot Reduction Myth.",['Rectus Abdominis'],['Obliques'],['No significant stabilizers'],[]
26,Lever Seated Leg Raise Crunch,['Auxiliary'],['Isolated'],['Pull'],Sit on machine with back against back support and lower legs under padded bar. Grasp handles above to each side.,Pull handles down while pulling lower leg bar up by flexing waist and pelvis. Return and repeat.,See Spot Reduction Myth.,['Rectus Abdominis'],['Obliques'],"['Tensor Fasciae Latae', 'Rectus Femoris', 'Pectineus', 'Sartorius', 'Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",[]
27,Lever Side Lying Leg Hip Raise,"['Auxiliary', 'Basic']",['Isolated'],['Pull'],Lie on side with head on elevated head pad and legs between padded rollers. Flex hips slightly until rear and front of thighs are snugly positioned against pads. Flex knees so back of lower leg is against furthest padded roller. Grasp handles in front of head.,Pull knees toward arms by flexing waist and hips. Return and repeat.,See Spot Reduction Myth.,['Rectus Abdominis'],"['Obliques', 'Tensor Fasciae Latae', 'Pectineus', 'Sartorius', 'Adductor Longus', 'Adductor Brevis']","['Hamstrings', 'Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",[]
28,Sled Leg Hip Raise (ab coaster),['Auxiliary'],['Isolated'],['Pull'],Straddle machine facing handles. Grasp handles on each side and place forearms on pads. Place shins on padded sled with knees forward and feet hanging off of back end. Sit back toward heels without bending over.,"Slide forward and up by pulling knees up high. Deliberately attempt to flex waist in a ""C"" shape. Return sled down and back arching spine in opposite direction while keeping hips bent. Repeat.","If low back does flex near top of motion, abdominal muscles may only be isometrically involved in exercise. Pectineus, Adductor Longus, and Brevis do not assist in hip flexion since hips are already initially bent. Sled pad can be turned to either side to emphasize Obliques. See Spot Reduction Myth.",['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Sartorius', 'Rectus Femoris', 'Obliques']","['Pectoralis Major, Sternal', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Triceps, Long Head']",[]
29,Weighted Crunch,['Auxiliary'],['Isolated'],['Pull'],Lie supine on bench with head hanging off and knees and hips bent. Hold plate behind neck.,Flex waist to raise upper torso from bench. Keep low back on bench and raise torso up as high as possible. Return until back of shoulders contact padded incline board. Repeat.,Exercise can be performed without added weight until more resistance is needed. Certain individuals may need to keep their neck in neutral position with space between their chin and sternum. See Arm Position During Waist Exercises and Spot Reduction Myth.,['Rectus Abdominis'],['Obliques'],['No significant stabilizers'],[]
30,Weighted Crunch (plate on chest),['Auxiliary'],['Isolated'],['Pull'],Lie supine on mat with lower legs on bench. Hold plate on chest with both hands.,Flex waist to raise upper torso from mat. Keep low back on mat and raise torso up as high as possible. Return until back of shoulders contact mat. Repeat.,Exercise can be performed without added weight until more resistance is needed. Leg elevation keeps pelvis tilted back keeping low back on mat. See Arm Position During Waist Exercises and Spot Reduction Myth.,['Rectus Abdominis'],['Obliques'],['No significant stabilizers'],[]
31,Weighted Crunch (on stability ball),['Auxiliary'],['Isolated'],['Pull'],Sit on exercise ball. Walk forward on ball and lie back on ball with shoulders and head hanging off and knees and hips bent. Gently hyperextend back to contour of ball. Hold plate behind neck or on chest with both hands or use no weight.,Flex waist to raise upper torso. Return to original position. Repeat.,"Certain individuals may need to keep their neck in neutral position with space between their chin and sternum. Exercise can be performed without added weight until more resistance is needed. Movement can be made easier by positioning hips low on ball. In contrast, exercise can be made more challenging by using positioning ball lower on back and hips higher. Some individuals may experience low back discomfort if hips are not bent so they must use smaller ball size or lower their hip position on ball. See Arm Position During Waist Exercises and Spot Reduction Myth.",['Rectus Abdominis'],['Obliques'],['No significant stabilizers'],[]
32,Weighted Overhead Crunch (on stability ball),['Auxiliary'],['Isolated'],['Pull'],Sit on exercise ball with medicine ball in hands. Walk forward on ball and lie back on ball with shoulders and head hanging off and knees and hips bent. Gently hyperextend back to contour of ball. Position medicine ball over upper chest with arms extended.,"Keeping arms extended and medicine ball over upper chest, flex waist to raise upper torso. Return to original position. Repeat.","If ball is positioned lower than upper chest (eg: over waist), effective resistance dramatically diminishes. See how length of lever arm affects resistance. Movement can be made easier by positioning hips low on ball. In contrast, exercise can be made more challenging by using positioning ball lower on back and hips higher. Some individuals may experience low back discomfort if hips are not bent so they must use smaller ball size or lower their hip position on ball. See Arm Position During Waist Exercises and Spot Reduction Myth.",['Rectus Abdominis'],['Obliques'],['No significant stabilizers'],[]
33,Weighted Incline Crunch,['Auxiliary'],['Isolated'],['Pull'],Hook feet under support and lie supine on incline bench with hips bent. Hold plate behind neck or clasp hands behind neck with no weight.,Flex waist to raise upper torso from bench. Keep low back on bench and raise torso up as high as possible. Return until back of shoulders contact padded incline board. Repeat.,Exercise can be performed without added weight until more resistance is needed. Elevate incline to increase resistance. See Arm Position During Waist Exercises. Certain individuals may need to keep their neck in neutral position with space between their chin and sternum. Hip and knee flexors may be involved as stabilizers if incline is steep and no calf support is used. Also see intermediate technique. See Spot Reduction Myth.,['Rectus Abdominis'],['Obliques'],['Tibialis Anterior'],[]
34,Weighted Incline Crunch (arms crossed),['Auxiliary'],['Isolated'],['Pull'],Hook feet under foot brace and lie supine on incline board with hips bent. Hold plate on chest with both hands or use no weight.,Flex waist to raise upper torso from bench. Keep low back on bench and raise torso up as high as possible. Return until back of shoulders contact padded incline board. Repeat.,"Exercise can be performed without added weight until more resistance is needed. Elevate incline to increase resistance. See Arm Position During Waist Exercises. If no knee support is built in to incline board, ball can be placed under legs as illustrated. Hip and knee flexors may be involved as stabilizers if incline is steep and no calf support is used. See advanced technique and Spot Reduction Myth.",['Rectus Abdominis'],['Obliques'],['Tibialis Anterior'],[]
35,Weighted Incline Sit-up,['Basic'],['Compound'],['Pull'],Hook feet under support and lie supine on incline bench with hips bent. Hold plate behind neck or clasp hands behind neck with no weight.,Raise torso from bench by bending waist and hips. Return until back of shoulders contact padded incline board. Repeat.,"Exercise can be performed without added weight until more resistance is needed. Incline can also be elevated to increase resistance. See Arm Position During Waist Exercises. Certain individuals may need to keep their neck in neutral position with space between their chin and sternum. If upper back does not come completely down at end of movement, abdominal muscles may only be isometrically involved in exercise. Pectineus, Adductor Longus, and Brevis do not assist in hip flexion since hips are already initially bent. Knee flexors may be involved as stabilizers if incline is steep and no calf support is used. See Spot Reduction Myth. Also see Dangerous Exercise Essay.",['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Obliques']",['Tibialis Anterior'],[]
36,Weighted Incline Sit-up (arms crossed),['Basic'],['Compound'],['Pull'],Hook feet under foot brace and lie supine on incline board with hips bent. Hold plate on chest with both hands or use no weight.,Raise torso from bench by bending waist and hips. Return until back of shoulders contact padded incline board. Repeat.,"Exercise can be performed without added weight until more resistance is needed. Elevate incline to increase resistance. Elbows can also raise up over knees during each Sit-up to increase range of motion. Also see Arm Position During Waist Exercises. If no knee support is built in to incline board, ball can be placed under legs as illustrated. If upper back does not come completely down at end of movement, abdominal muscles may only be isometrically involved in exercise. Pectineus, Adductor Longus, and Brevis do not assist in hip flexion since hips are already initially bent. Knee flexors may be involved as stabilizers if incline is steep and no calf support is used. See Spot Reduction Myth. Also see Dangerous Exercise Essay.",['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Obliques']",['Tibialis Anterior'],[]
37,Medicine Ball Overhead Throw Sit-up (machine),['Basic'],['Compound'],['Pull'],"Position feet under support with knees bent. With two medicine balls at bottom of chute, grasp closest medicine ball with both hands.","With ball in both hands, lie down onto back support while lowering medicine ball behind head. Raise torso from back support by bending waist and hips while raising ball overhead. Immediately throw ball into target and grasp other medicine ball at bottom of chute. Repeat movement.",Intensity can be increased by using heavier medicine ball or by performing movement faster. Movement can be made easier by using chest throw motion.,['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Pectineus', 'Adductor Longus', 'Aductor Brevis', 'Obliques', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Triceps, Long Head']",['Tibialis Anterior'],[]
38,Medicine Ball Chest Throw Sit-up (machine),['Basic'],['Compound'],['Pull'],"Position feet under support with knees bent. With two medicine balls at bottom of chute, grasp closest medicine ball with both hands.","With ball in both hands, lie down onto back support while lowering medicine ball to chest. Raise torso from back support by bending waist and hips while pushing ball away from chest. Immediately throw ball into target and grasp other medicine ball at bottom of chute. Repeat movement.","Intensity can be increased by using heavier medicine ball, by performing movement faster, using overhead throwing motion. If upper back does not come completely down at end of movement, abdominal muscles may only be isometrically involved in exercise. See similar plyometric movement: Medicine Ball Situp (with partner). See Spot Reduction Myth and Dangerous Exercise Essay.",['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Pectineus', 'Adductor Longus', 'Aductor Brevis', 'Obliques', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Deltoid, Anterior', 'Triceps Brachii']",['Tibialis Anterior'],[]
39,Weighted Sit-up,['Basic'],['Compound'],['Pull'],Hook feet under support and lie supine on floor or mat with hips bent. Hold plate behind neck.,Raise torso from floor by bending waist and hips. Return until back of shoulders contact with floor or mat. Repeat.,"Feet can be held down by partner instead of foot bar. Exercise can be performed without added weight until more resistance is needed. Exercise can be performed on incline board to increase resistance or decline board to decrease resistance. See Arm Position During Waist Exercises. Certain individuals may need to keep their neck in neutral position with space between their chin and sternum. If upper back does not come completely down at end of movement, abdominal muscles may only be isometrically involved in exercise. Pectineus, Adductor Longus, and Brevis do not assist in hip flexion since hips are already initially bent. See Spot Reduction Myth. Also see Dangerous Exercise Essay.",['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Obliques']",['Tibialis Anterior'],[]
