,excercise_name,utility,mechanics,force,preparation,execution,comments,target_muscles,synergist_muscles,stabalizer_muscles,dynamic_stabilizer_muscles
14,Cable One Arm Front Raise,['Auxiliary'],['Isolated'],['Push'],Grasp stirrup attachment. Stand away from pulley slightly with arm back somewhat at side and elbow straight or slightly bent.,Raise stirrup forward and upward until upper arm is well above horizontal. Lower and repeat. Repeat with opposite arm.,"Height of movement may depend on range of motion or when stirrup or cable makes contact with underside of forearm. Raise should be limited to height achieved just before tightness is felt in shoulder capsule. Alternatively, height just above horizontal may be considered adequate. Elbows may be kept straight or slightly bent throughout movement.","['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Wrist Extensors']",[]
15,Cable One Arm Front Raise (with rope),['Auxiliary'],['Isolated'],['Push'],Grasp end of Triceps Rope Cable attachment with one hand so that protruding end is in contact with side of hand (thumb and index finger). Stand away from pulley with arm back at side and elbow straight.,Raise stirrup forward and upward until arm is well above horizontal or cable makes contact with underside of upper arm. Lower and repeat. Repeat with opposite arm.,"Height of movement may depend on range of motion or when cable makes contact with underside of forearm. Raise should be limited to height achieved just before tightness is felt within shoulder capsule. Alternatively, height just above horizontal may be considered adequate. However, thumbs up position with external rotation of the shoulder (AKA: 'Open Can') as compared to palms down position with shoulder internal rotation may increase range of motion of shoulder flexion before subacromial impingement is experienced. This positioning also decreases Lateral Deltoid involvement while increasing Clavicular Pectoralis activation.","['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Flexor Carpi Radialis', 'Extensor Carpi Radialis']",[]
16,Cable Standing Shoulder Press,"['Basic', 'Auxiliary']",['Compound'],['Push'],Stand between two low to medium height pulleys. Grasp cable stirrups from each side. Position stirrups to each side of shoulders with elbows down to sides and stirrups above or slightly narrower than elbows.,Push stirrups upward until arms are extended overhead. Return stirrups to sides of shoulders and repeat.,Wrists maintain their approximate position above each elbow throughout movement. Feet may be positioned apart to each side or one foot back as shown. Cable pulleys should be much closer together than what is typically found on standard cable cross over setup.,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']",[]
17,Cable Shoulder Press,"['Basic', 'Auxiliary']",['Compound'],['Push'],Sit on seat and grasp stirrups from low to medium low position from each side. Position stirrups to each side of shoulders with elbows down to sides and stirrups above or slightly narrower than elbows.,Push stirrups upward until arms are extended overhead. Return stirrups to sides of shoulders and repeat.,Wrists maintain their approximate position above each elbow throughout movement.,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']",[]
18,Cable Twisting Overhead Press,"['Basic', 'Auxiliary']",['Compound'],['Push'],"Stand beside low to medium height pulley. Grasp cable stirrup. Position stirrup to front of shoulder with elbow down to side. Place opposite hand on hip. With feet wide apart, squat down slightly.",Rotate body away from pulley and straighten legs while pushing stirrup diagonally upward toward opposite side of body. Return to original position and repeat.,Internal rotation of far hip (opposite side with resistance) is much greater than spinal rotation.,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations', 'Gluteus Maximus', 'Adductor Magnus', 'Quadriceps', 'Soleus', 'Obliques', 'Psoas major', 'Quadratus lumborum', 'Iliocastalis lumborum', 'Iliocastalis thoracis', 'Tensor Fasciae Latae', 'Gluteus Medius']","['Trapezius, Upper', 'Levator Scapulae', 'Erector Spinae', 'Obliques']",[]
19,Dumbbell Arnold Press,"['Basic', 'Auxiliary']",['Compound'],['Push'],"Stand with two dumbbells position in front of shoulders, palms facing body and elbows under wrists.",Initiate movement by bringing elbows out to sides. Continue to raise elbows outward while pressing dumbbells overhead until arms are straight. Lower to front of shoulders in opposite pattern and repeat.,Movement should emphasize shoulder abduction while minimizing forearm pronation as this exercise attempts to combine lateral raise like motion with shoulder press. Lean forward slightly when lifting Dumbbells.,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']",[]
20,Dumbbell Front Raise,['Auxiliary'],['Isolated'],['Push'],Grasp dumbbells in both hands. Position dumbbells in front of upper legs with elbows straight or slightly bent.,Raise dumbbells forward and upward until upper arms are above horizontal. Lower and repeat.,"Height of movement may depend on range of motion. Raise should be limited to height achieved just before tightness is felt in shoulder capsule. Alternatively, height just above horizontal may be considered adequate. Elbows may be kept straight or slightly bent throughout movement. Also see Dumbbell Alternating Front Raise.","['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Wrist Extensors']",[]
21,Dumbbell Alternating Front Raise,['Auxiliary'],['Isolated'],['Push'],Grasp dumbbells in both hands. Position dumbbells in front of upper legs with elbows straight or slightly bent.,"Raise one dumbbell forward and upward with palms positioned downward until upper arm is above horizontal. Lower and repeat with opposite arm, alternating between arms.","Height of movement may depend on range of motion. Raise should be limited to height achieved just before tightness is felt in shoulder capsule. Alternatively, height just above horizontal may be considered adequate. Elbows may be kept straight or slightly bent throughout movement. Also see Dumbbell Front Raise.","['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Wrist Extensors']",[]
22,Dumbbell Alternating Incline Front Raise,['Auxiliary'],['Isolated'],['Push'],Grasp dumbbells and lie supine on upper portion of 45 degree incline bench with legs straight. Position dumbbells downward below each shoulder.,"With elbows straight or slightly bent, raise one dumbbell forward, up and over shoulder until upper arm is vertical. Lower dumbbell down to starting position. Repeat raise with other arm, alternating between sides.",Movement can also be performed on old fashion incline bench without seat.,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Serratus Anterior', 'Wrist Extensors']",[]
23,Dumbbell Alternating Seated Front Raise,['Auxiliary'],['Isolated'],['Push'],Sit on end of bench with dumbbell in each hand and legs together. Position dumbbells with palms facing inward and arms hanging down straight.,"Raise one dumbbell forward and upward while turning palms downward as soon as dumbbell clears thigh. Continue raising dumbbell until upper arm is above horizontal. Lower and turn palms inward while dumbbells travels past thigh until arm is in original vertical position. Repeat with opposite arm, alternating movement pattern between arms.","Height of movement may depend on range of motion. Raise should be limited to height achieved just before tightness is felt in shoulder capsule, which may be slightly higher than which is felt in the palms down version. Alternatively, height just above horizontal may be considered adequate. Elbows may be kept straight or slightly bent throughout movement. Also see Dumbbell Seated Front Raise.","['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Wrist Extensors']",[]
24,Dumbbell Alternating Full Can Seated Front Raise,['Auxiliary'],['Isolated'],['Push'],Sit on end of bench with dumbbell in each hand and legs together. Position dumbbells with palms facing inward and arms hanging down straight.,"Raise one dumbbell forward and upward until upper arm is above horizontal. Lower to original vertical position. Repeat with opposite arm, alternating movement pattern between arms.","Height of movement may depend on range of motion. Raise should be limited to height achieved just before tightness is felt in shoulder capsule, which may be slightly higher than which is felt in the palms down version. Alternatively, height just above horizontal may be considered adequate. Thumbs up hand position, referred to as 'open can' position, may slightly decrease involvement of Lateral Deltoid while slightly increasing Clavicular Pectoralis involvement depending upon degree of shoulder external rotation. Elbows may be kept straight or slightly bent throughout movement. Also see Dumbbell Seated Full Can Front Raise. However, thumbs up position with external rotation of the shoulder (AKA: 'Open Can') as compared to palms down position with shoulder internal rotation may increase range of motion of shoulder flexion before subacromial impingement is experienced. This positioning also decreases Lateral Deltoid involvement while increasing Clavicular Pectoralis activation.","['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Wrist Extensors']",[]
25,Dumbbell Seated Front Raise,['Auxiliary'],['Isolated'],['Push'],Sit on end of bench with dumbbell in each hand and legs together. Position dumbbells with palms facing inward and arms hanging down straight.,Raise dumbbells forward and upward while turning palms downward as soon as dumbbells clear thighs. Continue raising dumbbells until upper arms are above horizontal. Lower dumbbells and turn palms inward while dumbbells travels past thighs until arms are in original vertical position. Repeat.,"Height of movement may depend on range of motion. Raise should be limited to height achieved just before tightness is felt in shoulder capsule. Alternatively, height just above horizontal may be considered adequate. Elbows may be kept straight or slightly bent throughout movement. Also see Dumbbell Alternating Seated Front Raise.","['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Wrist Extensors']",[]
26,Dumbbell Full Can Seated Front Raise,['Auxiliary'],['Isolated'],['Push'],Sit on end of bench with dumbbell in each hand and legs together. Position dumbbells with palms facing inward and arms hanging down straight.,Raise dumbbells forward and upward until upper arms are above horizontal. Lower to original vertical position and repeat.,"Height of movement may depend on range of motion. Raise should be limited to height achieved just before tightness is felt in shoulder capsule, which may be slightly higher than which is felt in the palms down version. Alternatively, height just above horizontal may be considered adequate. Thumbs up hand position, referred to as 'open can' position, may slightly decrease involvement of Lateral Deltoid while slightly increasing Clavicular Pectoralis involvement depending upon degree of shoulder external rotation. Elbows may be kept straight or slightly bent throughout movement. Also see Dumbbell Alternating Seated Full Can Front Raise. However, thumbs up position with external rotation of the shoulder (AKA: 'Open Can') as compared to palms down position with shoulder internal rotation may increase range of motion of shoulder flexion before subacromial impingement is experienced. This positioning also decreases Lateral Deltoid involvement while increasing Clavicular Pectoralis activation.","['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae', 'Wrist Extensors']",[]
27,Dumbbell Shoulder Press,['Basic'],['Compound'],['Push'],Position dumbbells to each side of shoulders with elbows below wrists.,Press dumbbells upward until arms are extended overhead. Lower to sides of shoulders and repeat.,See suggested mount and dismount when using heavy dumbbells.,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations', 'Pectoralis Major, Clavicular']","['Trapezius, Upper', 'Levator Scapulae']",[]
28,Dumbbell One Arm Shoulder Press,"['Basic', 'Auxiliary']",['Compound'],['Push'],Stand with dumbbells positioned near shoulder with elbow below wrists.,Press dumbbell upward until arm is extended overhead. Lower to side of shoulder and repeat.,Torso can lean away for balance as shown or torso can maintain upright posture. Also see Kettlebell Press.,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations', 'Pectoralis Major, Clavicular', 'Obliques', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis']","['Trapezius, Upper', 'Levator Scapulae']",[]
29,Dumbbell Reclined Shoulder Press,['Basic'],['Compound'],['Push'],Position dumbbells to each side of shoulders with elbows below wrists. Lean back on back pad angled 70 to 80 degrees.,Press dumbbells upward until arms are extended overhead. Lower to sides of upper chest and repeat.,See suggested mount and dismount when using heavy dumbbells.,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations', 'Pectoralis Major, Clavicular']","['Trapezius, Upper', 'Levator Scapulae']",[]
30,Lever Behind Neck Press (plate loaded),['Basic'],['Compound'],['Push'],Sit back on seat. Grasp lever bars to each side with overhand grip.,Press levers upward until arms are extended overhead. Lower and repeat.,Exercise can also be performed on certain lever shoulder presses by facing away from machine. Range of motion will be compromised if grip is too wide.,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']",[]
31,Lever Barbell Behind Neck Press (plate loaded),['Basic'],['Compound'],['Push'],"Sit on bench with bar positioned behind shoulders, also facing away from fulcrum. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.",Press bar upward until arms are extended overhead. Lower bar behind neck and repeat.,Range of motion will be compromised if grip is too wide.,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']",[]
32,Lever Military Press (plate loaded),['Basic'],['Compound'],['Push'],Set and grasp lever handles to each side with overhand grip.,Press lever until arms are extended upward. Lower and repeat.,"Range of motion will be compromised if grip is too wide. Movement angle is arguably similar to lever incline press, for upper chest. Seat should be set so only slight stretch is felt in shoulder at bottom of movement.","['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Triceps Brachii', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']",[]
33,Lever Reclined Shoulder Press (plate loaded),['Basic'],['Compound'],['Push'],Lie on back pad facing up. Grasp lever handles on each side with overhand grip.,Press lever until arms are extended. Lower and repeat.,Range of motion will be compromised if grip is too wide.,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']",[]
34,Lever Shoulder Press (plate loaded),['Basic'],['Compound'],['Push'],Set and grasp lever handles to each side with overhand grip.,Press lever upward until arms are extended overhead. Lower and repeat.,Range of motion will be compromised if grip is too wide.,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Triceps Brachii', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']",[]
35,Lever Barbell Shoulder Press (plate loaded),['Basic'],['Compound'],['Push'],Sit on bench with bar positioned in front of shoulders. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.,Press bar upward until arms are extended overhead. Lower bar to front of shoulders and repeat.,Pull head back slightly so bar does not head. Range of motion will be compromised if grip is too wide.,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Triceps Brachii', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']",[]
36,Lever One Arm Shoulder Press (plate loaded),"['Basic', 'Auxiliary']",['Compound'],['Push'],"Stand to one side, near loaded end of barbell, opposite of landmine lever. Lift end of barbell and position near shoulder with underhand grip. Stand with feet far apart (leg on same side of loaded arm is back and opposite leg is forward and bent).",Press end of barbell upward and forward until arm is extended. Lower to shoulder and repeat. Repeat with opposite side.,Keep back straight when lifting end of barbell from floor. Also see Lever One Arm Press for power.,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations', 'Pectoralis Major, Clavicular']","['Trapezius, Upper', 'Levator Scapulae', 'Obliques', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis']",[]
37,Lever One Arm Front Raise,['Auxiliary'],['Isolated'],['Push'],"Stand with lever to side, fulcrum approximately shoulder height and handle just below hip. Grasp lever handle with elbow straight or slightly bent.",Raise lever handle forward and upward until upper arm is well above horizontal. Lower and repeat. Repeat with opposite arm.,"Height of movement may depend on individual range of motion. Raise should be limited to height achieved just before tightness is felt in shoulder capsule. Alternatively, height just above horizontal may be considered adequate. Elbows may be kept straight or slightly bent throughout movement. Exercise is performed on Lever Extended Arm Lateral Raise Machine featuring long lever arms and handles attached to secondary levers as shown.","['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']",['Wrist Extensors'],[]
38,Lever Reclined Shoulder Press,['Basic'],['Compound'],['Push'],Lie on back pad facing up. Grasp lever handles to each side with overhand grip.,Press lever until arms are extended. Lower and repeat.,Range of motion will be compromised if grip is too wide.,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']",[]
39,Lever Reclined Parallel Grip Shoulder Press,['Basic'],['Compound'],['Push'],Lie on back pad facing up. Grasp parallel lever handles on each side.,Press lever until arms are extended. Lower and repeat.,Range of motion will be compromised if grip is too wide.,"['Deltoid, Anterior']","['Pectoralis Major, Clavicular', 'Triceps Brachii', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']",[]
