,excercise_name,utility,mechanics,force,preparation,execution,comments,target_muscles,synergist_muscles,stabalizer_muscles,dynamic_stabilizer_muscles
10,Cable Twisting Seated Row,"['Basic', 'Auxiliary']",['Compound'],['Pull'],Sit slightly forward on platform or secured bench close to cable attachment. Bend forward and grasp cable stirrup with one hand. Slide hips back by positioning knees with slight bend. Allow shoulder with stirrup to be pulled forward with forward bend and twist through waist.,"Pull cable attachment to side, extending and twisting through waist. Pull shoulders back and sit upright while pushing chest forward during contraction. Return until arm is extended and shoulder is stretched forward. Repeat and perform exercise with opposite arm.",Also see Cable One Arm Seated Row.,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal', 'Erector Spinae', 'Obliques', 'Quadratus Lumborum', 'Psoas Major', 'Iliocastalis Lumborum', 'Iliocastalis Thoracis']","['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']",[]
11,Cable One Arm Seated High Row,"['Basic', 'Auxiliary']",['Compound'],['Pull'],"Sit slightly forward on platform or secured bench close to cable attachment. Bend forward and grasp cable stirrup with one hand. Slide hips back by positioning knees with slight bend. Allow arm, shoulder, and torso to be pulled forward under weight on cable.","Pull cable attachment to side of torso, straightening back and leaning back slightly. Pull shoulder back and push chest forward during contraction. Return until arm is extended and torso is pulled forward. Repeat. Continue with opposite arm.","It is optional to bend lower back forward during stretch and pull it upright during contraction. If torso does not bend forward, Erector Spinae acts as stabilizer muscle. See straight back form. Quadratus Lumborum and Obliques are involved in spinal rotation if waist is rotated more than demonstrated. Hamstrings and Gluteus Maximus are no longer stabilizers if seated on bench with upper leg support.","['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal', 'Erector Spinae']","['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus', 'Quadratus Lumborum', 'Obliques']",[]
12,Cable One Arm Straight Back Seated High Row,"['Basic', 'Auxiliary']",['Compound'],['Pull'],Sit on seat or bench. Bend forward and grasp cable stirrup with one hand. Position torso upright allowing shoulder to be pulled forward under weight on cable.,"Pull cable attachment to side of torso while pulling shoulder back, arching spine, and pushing chest forward. Return until arm is extended and shoulder is pulled forward. Repeat. Continue with opposite arm.","If two high pulleys are available, consider using opposite pulley as arm exercised. If pulley is far away enough, it is optional to bend lower back forward during stretch and pull it upright during contraction. See Cable One Arm Seated High Row. Quadratus Lumborum and Obliques are involved in spinal rotation if waist rotates. Hamstrings and Gluteus Maximus become stabilizers, if seated on bench with feet propped forward with no upper leg support.","['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Obliques', 'Quadratus Lumborum']",[]
13,Cable Twisting Seated High Row,"['Basic', 'Auxiliary']",['Compound'],['Pull'],Sit on seat or bench. Bend forward and grasp cable stirrup with one hand. Allow shoulder with stirrup to be pulled forward with twist through waist.,Pull cable attachment to side of torso while twisting though waist in opposite direction. Pull shoulder back and push chest forward. Return until arm is extended and shoulder is pulled forward. Repeat. Continue with opposite arm.,"If two high pulleys are available use opposite pulley as exercised arm. If pulley is far enough away, it is optional to bend lower back forward during stretch and pull it upright during contraction. See Cable One Arm Seated High Row. Hamstrings and Gluteus Maximus become stabilizers if seated on bench with feet propped forward with no upper leg support.","['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal', 'Obliques', 'Quadratus Lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis']",['Erector Spinae'],[]
14,Cable Seated High Row,['Basic'],['Compound'],['Pull'],Sit slightly forward on bench or platform in order to grasp cable attachment. Place feet on vertical platform. Slide hips back positioning knees with slight bend. Allow weight on cable to pull torso forward while stretching arms and shoulders upward.,"Pull cable attachment to waist and lean back slightly. Pull shoulders back and push chest forward while arching back. Return until torso, arms, and shoulders pulled forward. Repeat.","It is optional to bend lower back forward during stretch and pull it upright during contraction. If low back is kept still, Erector Spinae acts as synergist muscle. Also see exercise on bench and adjustable height pulley.","['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal', 'Erector Spinae']","['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']",[]
15,Cable Alternating Seated High Row,"['Basic', 'Auxiliary']",['Compound'],['Pull'],"Sit and grasp cable stirrups one with each hand. Lean back slightly allowing arms, shoulders, and torso to be pulled forward under weight on cables.","Pull one cable stirrup to side. Pull shoulder back, push chest forward, and rotate body slightly toward pulling arm. Return until arm is extended and torso faces forward. Pull with opposite arm alternating between each side. Repeat.",Rotation of torso as shown is optional. Quadratus Lumborum and Obliques act as stabilizers if waist is not rotated as demonstrated. Hamstrings and Gluteus Maximus act as stabilizers if seat is not available and legs are propped forward.,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal', 'Quadratus Lumborum', 'Obliques']",['Erector Spinae'],[]
16,Cable Seated Row,['Basic'],['Compound'],['Pull'],Sit slightly forward on seat or bench in order to grasp cable attachment. Place feet on vertical platform. Slide hips back positioning knees with slight bend.,"Pull cable attachment to waist while straightening lower back. Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.",Begin with light weight and add additional weight gradually to allow lower back adequate adaptation. Do not pause or bounce at bottom of lift. Do not lower weight beyond mild stretch. Full range of motion through lower back will vary from person to person. See exercise performed with Dual Pulley and related exercise Cable Straight Back Seated Row. Also see Cable Seated Row Question and Dangerous Exercise Essay.,"['Back, General']","['Erector Spinae', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']",[]
17,Cable Straight Back Seated Row,['Basic'],['Compound'],['Pull'],Sit slightly forward on bench with feet on foot bar or vertical platform. Grasp close grip cable attachment. Straighten torso upright and slide hips back so knees are slightly bent.,"Pull cable attachment to waist. Pull shoulders back and lift chest by arching back. Return until arms are extended, back is straight, and shoulders are stretched forward. Repeat.",Also see exercise performed on Dual Pulley and related exercise Cable Seated Row.,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']",[]
18,Cable Wide Grip Seated Row,"['Basic', 'Auxiliary']",['Compound'],['Pull'],"Sit slightly forward on platform in order to grasp cable attachment. With awider than shoulder width grip, slide hips back positioning knees with slight bend.","Pull cable attachment to waist while pulling torso upright. Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.",Begin with light weight and additional weight gradually to allow lower back adequate adaptation. Do not pause or bounce at bottom of lift. Do not lower weight beyond mild stretch. Full range of motion through lower back will vary from person to person. See Cable Seated Row Question. Also see Cable Wide Grip Straight Back Seated Row and Dangerous Exercise Essay.,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal', 'Erector Spinae']","['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']",[]
19,Cable Wide Grip Straight Back Seated Row,"['Basic', 'Auxiliary']",['Compound'],['Pull'],"Sit slightly forward on bench or platform in order to grasp cable bar attachment. With wider than shoulder width overhand grip, straighten torso upright and slide hips back until knees are only slightly bent.","Pull cable attachment to waist. Pull shoulders back and lift chest by arching back. Return until arms are extended, back is straight, and shoulders are stretched forward. Repeat.",Also see Cable Wide Grip Seated Row.,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']",[]
20,Cable Standing Row,"['Basic', 'Auxiliary']",['Compound'],['Pull'],"Stand to side of medium height, rotating pulley. Place hand shoulder height or slightly lower on support bar with arm straight. Place foot nearest supporting arm forward with knee slightly bent and opposite foot back. Grasp cable stirrup with one hand, allowing shoulder to be pulled forward under weight on cable.","Pull cable attachment to side of torso while pulling shoulder back, arching spine, and pushing chest forward. Return until arm is extended and shoulder is pulled forward. Repeat. Continue with opposite arm.","Stirrup handle should be behind supporting bar. Few pulley units have vertical support bar (for supporting hand) far enough back from pulley to allow full range of motion and adequate pulley rotation to allow it to be aligned with line of pull. If pulley unit does not allow for this configuration, consider placing sturdy prop (for supporting hand) in front of pulley, far back enough to allow full range of motion. Also see Cable Standing Low Row.","['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']",['Triceps Supporting Arm'],[]
21,Cable Standing Low Row,"['Basic', 'Auxiliary']",['Compound'],['Pull'],"Stand to side of low pulley. Place hand on support bar with arm straight. Place foot nearest supporting arm forward with knee slightly bent and opposite foot back. Grasp cable stirrup with one hand, allowing shoulder to be pulled forward under weight on cable.","Pull cable attachment to side of torso while pulling shoulder back, arching spine, and pushing chest forward. Return until arm is extended and shoulder is pulled forward. Repeat. Continue with opposite arm.",Also see Cable Standing Row with medium height pulley.,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']",['Triceps Supporting Arm'],[]
22,Cable Twisting Standing High Row,['Auxiliary'],['Compound'],['Pull'],"Stand facing high pulley positioned slightly above head level. Grasp stirrup with one hand and step back so arm is straight. With leg of opposite side as loaded arm, plant forefoot far back on floor. Slightly bend knee of forward leg, same direction as foot. Allow shoulder with stirrup to be pulled forward with twist through waist.",Pull cable attachment to side of torso and rotate body toward side of pulling arm. Pull shoulder back and push chest forward. Return until arm is extended and shoulder is pulled forward. Repeat. Continue with opposite arm.,"In standing position, both spinal rotation and hip rotation contribute to body's rotation. Because rear leg is only supported by forefoot, hip of forward leg is utilized (hip internal rotation / transverse adduction) much greater than hip of rear leg since forward leg offers more secured base of support.","['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal', 'Obliques', 'Quadratus Lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis']",['Erector Spinae'],[]
23,Dumbbell Bent-over Row,['Basic'],['Compound'],['Pull'],Kneel over side of bench by placing knee and hand of supporting arm on bench. Position foot of opposite leg slightly back to side. Grasp dumbbell from floor.,Pull dumbbell to up to side until it makes contact with ribs or until upper arm is just beyond horizontal. Return until arm is extended and shoulder is stretched downward. Repeat and continue with opposite arm.,"Allow scapula to articulate but do not rotate torso in effort to throw weight up. Torso should be close to horizontal. Positioning supporting knee and/or arm slightly forward or back will allow for proper levelling of torso. Torso may be positioned lower to allow for heavier dumbbell to make contact with floor, if desired.",[],[],[],[]
24,Dumbbell Lying Row,['Basic'],['Compound'],['Pull'],Lie chest down on elevated bench. Grasp dumbbells below.,Pull dumbbells to sides until upper arm is just beyond horizontal or height of back. Return until arms are extended and shoulders are stretched downward. Repeat.,Bench should be high enough to allow shoulders to stretch forward without dumbbells hitting floor. Exercise can also be performed on Lying Row Apparatus or Incline Bench adjusted to height close to horizontal yet high enough to permit full range of motion at lowest range of motion.,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']",[],[]
25,Dumbbell Incline Row,['Basic'],['Compound'],['Pull'],Lie chest down on slightly inclined bench. Grasp dumbbells below.,Pull dumbbells to sides until upper arm is just beyond height of back. Return until arms are extended and shoulders are stretched downward. Repeat.,Bench should be high enough to allow shoulders to stretch forward without dumbbells hitting floor. Lying on horizontal surface generally offers ideal angle of pull as long as bench is high enough to permit full range of motion at bottom most position.,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']",[],[]
26,Lever Bent-over Row (plate loaded),['Basic'],['Compound'],['Pull'],"With lever handles to sides, bend knees slightly and bend over with back straight. Grasp lower handles.",Pull lever handles up to sides. Return until arms are extended and shoulders are stretched downward. Repeat.,"Torso should be kept horizontal if flexibility allows. Knees are bent in effort to keep low back straight (See Hamstring Inflexibility). If low back becomes rounded due to tight hamstrings, try bending knees more. Placing weight plates on higher bar lightens resistance at top where strength lessens, without compromising range of motion. See Gravity Vectors to understand how this positioning, altering direction of load, affects exercise resistance (resistance curve). Also see wide grip form.","['General, Back']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus', 'Quadriceps']",[]
27,Lever Barbell Bent-over Row (plate loaded),"['Basic', 'Auxiliary']",['Compound'],['Pull'],Stand with toes under bar facing fulcrum. Bend knees slightly and bend over bar with back straight. Grasp bar with wide overhand grip.,Pull bar to waist. Return until arms are extended and shoulders are stretched downward. Repeat.,"Exact stance from bar will depend upon height of fulcrum and length of lever. Torso may be kept horizontal for strict execution. Knees are bent in effort to keep low back straight (See Hamstring Inflexibility). If low back becomes rounded due to tight hamstrings, either try bending knees more or don't position torso as low. Either fix may compromise involvement of Latissimus Dorsi, since it forces more shoulder transverse extension and less shoulder extension range of motion. If low back is rounded due to poor form, grasp bar in standing position and lower torso into horizontal position with knees bent and back straight. A shoulder width or underhand grip can increase lat involvement by emphasizing shoulder extension over transverse extension. A wide overhand grip involves overall back musculature while slightly emphasizing Rear Delt, Infraspinatus and Teres Minor involvement.","['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus', 'Quadriceps']",[]
28,Lever One Arm Bent-over Row (plate loaded),"['Basic', 'Auxiliary']",['Compound'],['Pull'],"Kneel over side of bench facing loaded side of lever bar by placing knee and hand of supporting arm on bench. Position foot of opposite leg slightly back to side, straddling bar. Grasp bar from floor, several inches under barbell plates.",Pull lever bar up to side until bar contacts shoulder or just until elbow travels behind height of back. Return until arm is extended and shoulder is stretched downward. Repeat and continue with opposite arm.,"Allow scapula to articulate but do not rotate torso in effort to throw weight up. Lever base shown attaches to standard Olympic barbell. Improvising by placing barbell in corner may cause excessive wear on floor and floor board, or wall.","['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']",['Triceps (supporting arm)'],[]
29,Lever Wide Grip Bent-over Row (plate loaded),['Basic'],['Compound'],['Pull'],"With lever handles to sides, bend knees slightly and bend over with back straight. Grasp wider handles.",Pull lever handles up to sides. Return until arms are extended and shoulders are stretched downward. Repeat.,"Torso should be kept as close to horizontal while allowing for full arm extension. Knees are bent in effort to keep low back straight (See Hamstring Inflexibility). If low back becomes rounded due to tight hamstrings, try bending knees more. Placing weight plates on higher bar lightens resistance at top where strength lessens, without compromising range of motion. See Gravity Vectors to understand how this positioning, altering direction of load, affects exercise resistance throughout movement (resistance curve). Also see Lever Bent-over Row.","['General, Back']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus', 'Quadriceps']",[]
30,Lever Incline Row (plate loaded),['Basic'],['Compound'],['Pull'],Lie chest on inclined platform and grasp lever handles with overhand grip.,Pull lever up as high as possible. Return until arms are extended and shoulders are stretched downward. Repeat.,"Near top arch upper back and pull shoulders back as shown. To maximize back involvement, position body on pad or grip so wrists follow elbows. Some Incline Row apparatuses allow feet to be placed on floor, particularly if foot platform cannot be adjusted to accommodate height.","['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']",[],[]
31,Lever Close Grip Incline Row (plate loaded),['Basic'],['Compound'],['Pull'],Lie chest on inclined platform and grasp lever close grip handles.,Pull lever up as high as possible. Return until arms are extended and shoulders are stretched downward. Repeat.,"Near top arch upper back and pull shoulders back as shown. To maximize back involvement, position body on pad or grip so wrists follow elbows.","['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']",[],[]
