,excercise_name,utility,mechanics,force,preparation,execution,comments,dynamic_articulation,static_articulation
10,Kettlebell Windmill,['Specialized'],['Compound'],['Push'],Raise kettlebell over head. Stand with left arm fully extended upward supporting kettlebell and right arm extended out to side. Stand with legs far apart with feet angled slightly out to the sides.,"['Bend over to right side with knees straight. Reach toward toes of left foot with right hand. Keep knees straight and kettlebell balanced over left shoulder with both arms extended. Touch left foot. Raise back up to original position, maintaining balance of kettlebell over head above left shoulder. Repeat. Continue movement on opposite side.']","Exercise emphasizes load balance, shoulder mobility, and hamstring flexibility. Also see Dumbbell Windmill or slightly easier version: Kettlebell Bent-knee Windmill.","['Hip (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)']","['Shoulder (Flexion (upper position))', 'Shoulder (Abduction (mid position))', 'Shoulder (Transverse Extension (lower position))', 'Scapula & Clavicle (Upward Rotation (upper position))', 'Scapula & Clavicle (Protraction (lower position))', 'Spine (Thoracic, Lumbar) (Extension)', 'Wrist (Flexion)']"
11,Kettlebell Farmer's Walk,['Specialized'],['Compound'],['Pull'],Squat down between two heavy kettlebells and grasp one in each hand. Deadlift kettlebells from floor using legs. Stand holding kettlebells with arms straight down to sides.,['Walk for distance while counting laps.'],"Suggested lifting and lower technique from floor will be similar to Trap Bar Deadlift. Traditional strong man event utilizing very heavy weights requires strength and muscular endurance, particularly of traps and grip. See exercise performed with traditional loaded bars specialized for Farmer's Walk.","['Hip (Extension)', 'Ankle (Plantar Flexion)', 'Ankle (Dorsiflexion)', 'Knee (Extension)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Hip (Abduction)', 'Scapula & Clavicle (Elevation)', 'Fingers (Flexion)', 'Thumb (Opposition)', 'Thumb (Flexion)']"
12,Kettlebell Turkish Get-up,['Specialized'],['Compound'],['Push'],Lie supine on floor with kettlebell positioned next to right upper arm. Grasp handle with bent right arm.,"['Return', 'Repeat with opposite side.']","Keep arm supporting kettlebell fully extended over shoulder throughout movement except when lifting and lowering it from floor in lying position. In seated position, keep chest high with spine extended.","['Hip (Flexion)', 'Ankle (Plantar Flexion)', 'Hip (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Hip (Abduction)', 'Hip (Internal Rotation)', 'Shoulder (Flexion (upright position))', 'Shoulder (Abduction (mid position))', 'Shoulder (Transverse Extension (side position))', 'Shoulder (Transverse Flexion (lying position))', 'Scapula & Clavicle (Upward Rotation (upright position))', 'Scapula & Clavicle (Protraction (lower position))', 'Elbow (Extension)', 'Shoulder (Adduction)', 'Scapula & Clavicle (Downward Rotation)', 'Wrist (Flexion)']"
13,Kettlebell Clean,['Power'],['Compound'],['Pull'],Straddle kettlebell with feet slightly wider apart than shoulder width. Squat down with arm extended downward between legs and grasp kettlebell handle with overhand grip. Position shoulder over kettlebell with taut low back and trunk close to vertical.,"['Pull kettlebell up off floor by extending hips and knees. Once kettlebell is off of ground, vigorously raise shoulder above kettlebell while keeping it close to body. Jump upward extending body. Raise shoulder and pull kettlebell upward with arm allowing elbow to bend out to side, keeping kettlebell close to body. Drop under kettlebell, rotating arm under kettlebell. Catch kettlebell on outside of arm with wrist straight while moving into partial squat position. Extend both legs.', 'Return', 'Drop kettlebell by pulling elbow back. Immediately hop upward with elbow pointed outward continuing to hold on to kettlebell handle as it falls. Decelerate decent of kettlebell as heels make contact with ground and arm straightens. Lower kettlebell to ground between legs while squatting down with taut lower back and trunk close to vertical.']",Do not jerk weight from floor; arise steadily then accelerate. Keep wrist straight and arm close to body during catch.,"['Ankle (Plantar Flexion)', 'Elbow (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Flexion)', 'Shoulder (Abduction)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Wrist (Flexion)']"
14,Kettlebell Clean and Press,['Power'],['Compound'],"['Pull', 'Push']",Straddle kettlebell with feet slightly wider apart than shoulder width. Squat down with arm extended downward between legs and grasp kettlebell handle with overhand grip. Position shoulder over kettlebell with taut low back and trunk close to vertical.,"['Lower kettlebell to front side of body catching it on side of arm with wrist straight while initiating squat position. Decelerate descent of squat to absorb weight of fallen kettlebell then immediately straighten legs. Drop kettlebell by pulling elbow back. Continue to hold on to kettlebell handle as it falls. When arm straightens, decelerate descent of kettlebell. Lower kettlebell to ground between legs while squatting down with taut lower back and trunk close to vertical.']","Do not jerk weight from floor; arise steadily then accelerate. The clean-and-jerk is multi-movement lift. In clean, kettlebell is lifted from floor to shoulders. In jerk, kettlebell is driven from shoulder to arm length over head. Keep wrist straight during catch and arm extension. Also, keep arm close to body during catch.","['Ankle (Plantar Flexion)', 'Hip (Flexion)', 'Elbow (Flexion)', 'Shoulder (Flexion)', 'Hip (Extension)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Abduction)', 'Elbow (Extension)', 'Knee (Extension)', 'Shoulder (External Rotation)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Wrist (Flexion)']"
15,Kettlebell Snatch,['Power'],['Compound'],['Pull'],Stand behind kettlebell with feet slightly wider apart than shoulder width. Bend over at hip with knees bent and back straight. Extend arm downward and grasp kettlebell handle with overhand grip. Lift kettlebell off of floor and pull forearm against inner thighs while keeping hips and knees bent with low back taut.,"['Drive hips forward, torso upright, and knees straight so kettlebell is pushed forward and upward. As kettlebell begins to swing forward vigorously raise shoulder above kettlebell. As kettlebell begins to swing up past the hips, pull kettlebell toward body slightly with elbow pointing outward. As the kettlebell continues to rise slightly, decelerate rise of handle allowing kettlebell to rotate in hand into inverted position. Punch kettlebell upward in an overhead straight arm position with kettlebell positioned behind forearm.', 'Return', 'Swing kettlebell forward and downward. As kettlebell is swung to lower position, fold at hips while bending knees. Allow forearm to make contact with inner thigh, swing kettlebell back under hips, and repeat movement. To stop exercise, place kettlebell on floor. Continue with opposite arm.']","Kettlebell can also be lowered by bending arm in front while temporarily supinating wrist (palm facing head), then extending arm forward and downward while pronating wrist (palm facing back).","['Ankle (Plantar Flexion)', 'Elbow (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Flexion)', 'Shoulder (Abduction)', 'Elbow (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Knee (Extension)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Wrist (Flexion)', 'Wrist (Extension)']"
16,Kettlebell Split Snatch,['Power'],['Compound'],['Pull'],Stand behind kettlebell with feet slightly wider apart than shoulder width. Bend over at hip with knees bent and back straight. Extend arm downward and grasp kettlebell handle with overhand grip. Lift kettlebell off of floor and pull forearm against inner thighs while keeping hips and knees bent with low back taut.,"['Drive hips forward, torso upright, and knees straight so kettlebell is pushed forward and upward. As kettlebell begins to swing forward vigorously raise shoulder above kettlebell. As kettlebell begins to swing up past the hips, pull kettlebell toward body with elbow pointing outward and initiate jump into split position. As kettlebell continues to rise, decelerate rise of handle allowing kettlebell to rotate in hand into inverted position. Land on feet in lunge position. Punch kettlebell upward in overhead straight arm position with kettlebell positioned behind forearm.', 'Return', 'Stand up and begin positioning feet together while swinging kettlebell downward from overhead.', 'As kettlebell is swung to lower position, fold at hips while bending knees. Allow forearm to make contact with inner thigh, swing kettlebell back under hips, and repeat movement. To stop exercise, place kettlebell on floor. Continue with opposite arm.']","Kettlebell can also be lowered by bending arm in front while temporarily supinating wrist (palm facing head), then extending arm forward and downward while pronating wrist (palm facing back).","['Ankle (Plantar Flexion)', 'Elbow (Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Extension)', 'Shoulder (Flexion)', 'Shoulder (Abduction)', 'Elbow (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Knee (Extension)', 'Hip (Flextion)', 'Scapula & Clavicle (Elevation)']","['Spine (Thoracic, Lumbar) (Extension)', 'Wrist (Flexion)', 'Wrist (Extension)']"
17,Kettlebell Front Squat,['Auxiliary'],['Compound'],['Push'],"Hold two kettlebells in front of shoulders, one with each arm positioned close to body. Stand with feet shoulder width or slightly wider.","['Bend knees slightly forward while allowing hips to bend back behind, keeping back taut and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.']","Wrist supporting kettlebell should be held straight. Keep head facing forward, back straight, chest high, arms straight to sides, and feet fl at on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. See Squat Analysis and Dumbbell Front Squat.","['Hip (Extension)', 'Ankle (Plantar Flexion)', 'Knee (Extension)']","['Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Elevation)', 'Wrist (Flexion)']"
18,Kettlebell Goblet Squat,['Auxiliary'],['Compound'],['Push'],Stand with shoulder width or wider stance. Hold kettleball by horns over chest with both hands.,"['Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.']","Keep head facing forward, back straight, chest high, and feet flat on floor; equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. See Squat Analysis. Also see Weighted Front Squat.","['Hip (Extension)', 'Ankle (Plantar Flexion)', 'Knee (Extension)']","['Spine (Thoracic, Lumbar) (Extension)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Elevation)', 'Elbow (Flexion )']"
19,Kettlebell Overhead Split Squat,['Auxiliary'],['Compound'],['Push'],Clean and Jerk kettlebell over head. Stand with feet far apart; leg on side of kettlebell should be placed behind and opposite foot should be positioned forward. Arm should be fully extended upward supporting kettlebell.,"['Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly, until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Clean and Jerk weight with opposite arm and squat with other leg forward.']","Knees should point same direction as feet throughout movement. Heel of rear foot can be kept elevated off floor throughout movement as shown. Keep torso upright during squat; flexible hip flexors are important. With feet further apart: Gluteus Maximus is emphasized, Quadriceps are less emphasized. Wrist supporting kettlebell should be held straight.","['Hip (Extension)', 'Ankle (Plantar Flexion)', 'Knee (Extension)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Shoulder (Flexion)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)', 'Wrist (Flexion)']"
20,Kettlebell Overhead Rear Lunge,['Auxiliary'],['Compound'],['Push'],Clean and Jerk kettlebell over head. Stand with arm fully extended upward supporting kettlebell.,['Step back with leg on opposite side of kettlebell while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat. Clean and Jerk weight with opposite arm and lunge on other leg.'],Keep torso upright during lunge; flexible hip flexors are important. Forward knee should point same direction as foot throughout lunge. A long lunge emphasizes Gluteus Maximus; short lunge emphasizes Quadriceps. Wrist supporting kettlebell should be held straight.,"['Hip (Extension)', 'Ankle (Plantar Flexion)', 'Knee (Extension)']","['Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Shoulder (Flexion)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)', 'Hip (Abduction)', 'Wrist (Flexion)']"
21,Kettlebell Straight-leg Deadlift,['Basic'],['Compound'],['Pull'],"Stand straddling kettlebell. With knees straight, bend over and grasp kettlebell handle.","['Lift kettlebell upward and back to side by extending hips and waist until standing upright. Pull shoulder back if rounded. With knees straight, lower kettlebell between feet by bending hips and twisting waist so shoulder of weighted side is turned forward. Allow hips to fall back and waist to bend as kettlebell approaches floor. Repeat. Perform exercise with opposite arm.']","Begin with very light weight and add additional weight gradually to allow lower back adequate adaptation. Throughout lift, keep weighted arm and knees straight. Do not pause or bounce at bottom of lift or jerk weight from floor. Lower back may bend slightly during full hip flexion or it can be kept straight. If it is kept straight, Spine Extension becomes 'Static'. Do not lower weight beyond mild stretch throughout hamstrings and low back. Full ran ge of motion will vary from person to person depending on flexibility. See Dangerous Exercise Essay and Dumbbell One Arm Straight-leg Deadlift.","['Hip (Extension)', 'Spine (Thoracic, Lumbar) (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)']","['Scapula & Clavicle (Elevation (upper position))', 'Scapula & Clavicle (Protraction (lower position))']"
